166893,94234,353700,370024,399,7.6,122144,71799,83475,28853,35495,341766,242928,75815,22557,51932,71076,68381,17066,40259,432988,354015,42980,3689,17.4,2.78,193451,52406,25117,100091,132346,53111,106181,58884,43128,87965,587770,12073,138625,138625,85748,47418,44327,95124,97383,105595,50679,42516,60327,34668,15204,38.5,128591,387959,49889,2784,114709,7717
139172,93779,219600,363019,383,5.7,143444,64127,82555,25270,26925,342321,246182,72072,23473,68735,92643,78415,8710,20217,534025,267278,27962,2986,8.9,3.04,198952,43230,52701,131187,121887,39517,48196,29212,45740,99077,616042,8749,98809,98809,51295,54444,52675,95191,85404,88701,46157,44188,57566,26846,8933,34.5,292176,316730,62685,4190,22648,2522
135901,101458,330300,296223,9880,9.5,73345,62713,64414,31044,36559,268075,192477,56522,18684,49194,65118,72159,11709,46165,374613,349150,51323,7680,15.2,3.15,217093,53054,48730,124854,118537,45907,63096,29449,36339,103333,579763,11590,169441,169441,80255,55139,51820,102376,99205,94713,46414,42527,58360,27930,11964,35.1,290773,255357,68115,1768,107811,3206
135956,99575,304800,349565,530,8.5,91327,67132,75275,43841,42382,319957,246834,50841,21938,61454,81878,71747,12600,36116,466423,329944,41711,4436,11.5,3.13,205653,45589,47318,134339,119410,39428,54502,23622,30853,92214,582816,9062,153111,153111,72202,55042,51192,105739,93467,95678,45981,39335,53338,28100,10050,34.4,321802,318597,22812,2968,50811,4760
163724,102577,642600,350240,364,9.2,87027,55160,77354,45255,53094,317890,253410,42278,21812,60235,77288,68197,10748,31046,446252,333988,39360,4125,9,2.81,192032,49349,25267,82285,108097,41084,140399,87647,30798,89673,546102,13443,196792,196792,94456,45983,44961,98360,97515,106992,50121,47725,69926,35129,17244,39.7,210398,345807,56321,640,101874,3651
114293,210587,1052200,385292,471,6.1,157782,72320,77952,27740,25943,361737,279074,47895,33976,86000,123547,77893,6183,19183,545031,258641,44242,3933,6.9,2.28,125568,52986,28356,69146,79665,26827,214645,148023,22345,84634,487343,15835,253813,253813,154971,23061,39319,187717,122899,100962,45358,41990,60470,31121,19242,37.8,112626,326772,37508,1782,239535,1846
125233,162688,687300,471797,138,4.3,268042,69115,80310,14397,19547,451411,365147,47978,37131,105918,146341,72816,6691,15412,579018,216593,23338,1229,5.9,2.55,190261,81146,34917,75232,94351,34552,139750,113953,22706,86479,535477,12125,207641,207641,108141,44448,52519,137138,110698,95385,46733,44019,61761,28705,13595,37,159479,262521,127118,2421,155648,3264
149775,103388,945200,417180,1196,5.2,197654,68870,76250,22274,30478,395526,291342,62359,41447,73601,104808,68678,7978,23274,528722,256085,41297,3865,10.7,2.92,185677,62328,25043,89655,92852,37937,158041,98192,24513,64843,452117,14828,282096,282096,170188,40059,43760,110173,108313,108148,48804,48609,66242,33154,15647,39.6,172550,256052,18752,844,256875,10503
156700,93540,731300,425359,164,3.8,185831,77892,89194,23643,32603,409163,327734,49435,31376,103850,144930,73501,4900,10453,579386,213277,31268,2070,3.8,3.04,200629,53515,23697,101042,101312,37881,145648,94204,27792,62070,488765,12527,268079,268079,143856,44859,43953,108854,112501,118110,52759,42749,59669,25835,12624,38.6,177275,255824,37720,1964,255989,9008
97168,113448,201500,406651,367,4,188527,55131,88089,22780,35913,390440,325704,44646,19683,106291,132355,61536,7697,12376,595438,207404,25841,2352,5,3.38,224429,55277,60214,103628,101690,26844,34442,17542,21255,98363,542594,4397,183150,183150,64049,57185,59588,113682,86643,81521,40592,31526,44087,20099,9296,30.2,439301,163988,44124,3073,67304,442
137427,120088,910700,307886,344,12.5,56853,61000,59864,47134,44533,269384,212853,40316,16089,40207,58777,55434,20661,57773,295736,426260,60028,5722,25,2.97,193217,62475,24743,82759,71479,31735,166589,144339,15661,50756,381964,10191,382492,382492,192999,42728,44887,143789,123927,106146,45916,36952,47836,26622,14097,36,127633,179368,20922,1093,415520,1632
161281,107165,1235900,420696,215,4.3,242621,48024,64173,18873,28962,402653,353908,29821,18461,121150,144387,52608,6039,6454,611280,191378,20606,1185,3.6,2.69,189886,58732,16074,59177,77515,28619,156598,164407,24267,62184,502677,11026,225309,225309,114316,42398,40359,99420,101482,111173,51661,44621,61902,33124,18355,40.2,125543,391000,14060,1227,169201,3327
134588,92083,722300,386348,238,3.5,227950,45215,64927,17213,17501,372806,310195,30551,31157,125790,180956,67628,3064,8988,601782,190806,21586,2329,5.1,3.31,218600,67131,36961,97891,91745,35250,118685,60598,21366,63993,484193,13270,264542,264542,148683,49145,56276,112298,103102,107862,47504,41636,54551,27102,10525,36,307779,195552,19493,1435,210753,3362
117911,109712,568300,408869,0,5.6,149032,79743,84304,33067,39936,386082,317350,44684,23869,93139,120144,59236,7484,20810,511242,266805,42588,3234,7.4,3.14,217280,72657,34719,89082,95696,38499,77389,53823,28331,73825,537547,10291,195926,195926,57242,58281,61785,102685,94628,89882,45444,41988,57126,26691,12523,34.6,393913,274431,13230,1325,39271,1046
93523,94367,168000,358622,5864,5.3,105886,64905,72668,60837,35150,339446,257305,53472,28079,67419,91913,68784,4478,20361,447595,296873,57117,4116,9.7,3.65,223485,38070,65036,111966,77006,23337,22020,10639,18731,68657,513282,6184,206919,206919,56079,61824,57646,107368,95268,85201,34014,30940,37094,17127,8349,29.3,548582,120493,25993,2561,17785,1228
144428,97362,248700,290123,4765,11.3,46082,45653,50010,74871,40794,257410,206743,34546,15600,41174,55295,46834,14826,45785,274034,384469,68458,7580,23.9,3.09,228377,58043,44391,107966,112704,42176,72310,40113,33134,95570,609308,7391,138590,138590,60503,55412,54059,112158,94383,88043,42671,35823,52172,28256,12778,32.9,363632,291527,16587,3574,59903,1162
145481,97070,228600,346063,1065,8.1,108664,59284,73053,39340,37852,318193,235304,60326,22302,56524,77520,66382,16842,41275,446518,330917,52407,6049,15.5,2.91,199815,52392,46644,126372,119173,42506,64134,31727,43763,87238,617527,5427,102345,102345,47206,48178,53029,109051,88032,87369,47018,37960,55712,25197,9905,33.8,278125,332797,43986,4441,41477,847
140462,112112,544500,316145,1387,9.8,99700,52569,62514,39273,30993,285049,205844,57985,20510,54437,73944,70276,13001,34883,415294,314305,44676,5035,15.8,2.78,212257,92744,26225,84312,112661,43883,97129,63406,38803,76193,591282,8497,138921,138921,50931,59833,79485,93893,82403,84058,45499,45272,69374,35251,15940,35.8,267612,401622,12869,3321,35202,28
147207,78002,435200,376162,3570,5.1,129773,77717,74655,47561,27176,356882,259448,63526,32729,68929,90977,79288,3986,16141,497097,266565,59223,5529,6.9,3.19,209633,56727,41597,102501,119033,44329,85760,44830,31129,77648,576617,8062,144179,144179,86552,53938,50033,92789,89107,111006,52331,41044,51371,22768,9529,36.3,284066,309452,49931,1478,58339,385
139409,88769,563600,350747,358,6.4,127614,60552,74580,26350,39222,328318,247028,53471,26912,75367,97979,60787,7290,17338,487872,246203,47181,5440,9.6,3.13,197302,53599,32153,84878,106392,42642,99382,64961,34337,81929,545990,9904,170638,170638,76086,50378,52021,95268,88411,98002,48378,45147,60625,31141,14685,37.4,328332,316595,11863,1178,48833,1171
127605,116116,663000,368896,3311,5.1,130708,59953,74668,47322,37416,350067,268647,53197,27972,76914,104031,73432,4186,16501,472809,252351,70094,6141,6.5,2.91,172718,62726,29995,103175,88391,39465,129785,83745,20879,73370,437129,7620,279544,279544,172525,39363,44223,98154,95418,102798,54944,47515,65333,43841,18947,42.2,203066,183159,34321,1797,278995,1493
96954,200489,757400,369435,112,4.8,153477,63156,86532,18675,29744,351584,278695,48042,24063,71223,99899,72185,5132,10631,470414,270698,40344,3242,9.7,2.35,141608,56554,28118,92044,90290,44448,168414,85238,16334,79728,418476,9653,281484,281484,174353,30655,39345,139659,109458,100761,47071,40904,61039,33678,16200,39.7,174830,393348,21542,699,93347,673
86363,124952,444900,418270,319,7.3,189987,64950,85318,20836,26722,387813,301191,38148,47715,63940,96327,61040,9040,15733,444744,256045,56989,3641,9.3,3.41,197716,56136,56029,128471,80880,36091,69559,22861,12821,85379,401278,9480,315506,315506,154749,47248,57208,123993,101905,99556,43287,37953,43011,21882,8729,34.4,496228,140315,21997,1579,54919,166
143269,132372,652900,377007,116,6.7,89764,86464,79296,43965,52264,351753,277612,32891,40722,50655,67971,47753,9369,29049,329692,343816,85091,5924,16.1,2.72,193944,70968,31029,92691,115587,40819,151465,79709,22958,80699,499364,10002,250577,250577,161467,39887,50731,113556,105075,108476,54349,45663,63846,37015,16656,39.9,215506,385891,43019,837,91474,1297
114923,107224,336100,420992,355,6.6,187504,65577,90285,22064,27883,393313,311664,34963,46357,76778,110042,72721,6546,15884,533115,243405,49957,4298,8.5,3.25,209625,58706,55388,106789,109324,42279,66283,37751,29621,83100,572678,6282,163667,163667,78357,56708,61532,118263,95658,89750,41822,35619,46278,21122,10600,32.3,397886,194415,72033,1513,56392,1520
112118,79122,451800,349533,227,8.5,97721,59863,83241,28190,50954,319969,246761,53099,19803,58668,74788,55372,11960,40052,399778,317385,62919,7210,14.6,3.7,193191,62083,49258,129898,97069,33133,73695,29204,18199,71401,449882,6406,263200,263200,147965,47502,57516,108532,92627,95430,46793,41012,56735,27992,12511,36.1,441014,107144,21106,1244,136269,2037
147821,154133,1156900,368518,146,6.2,97048,71500,88820,31265,57193,345826,278910,44709,21407,67101,80455,60345,6069,17091,397434,297323,65555,4002,9.9,2.29,169955,64463,11659,47356,80116,31481,196763,145887,23829,61005,533651,13625,165643,165643,101067,46424,41834,105089,95024,105536,51704,44906,69140,33590,19088,41.7,91846,461834,21976,1344,104505,647
53606,202346,542400,393125,556,5.3,237836,34124,76662,8615,14950,372187,296203,33529,42025,101956,159704,77485,2923,6237,583949,171374,26620,3204,4.4,2.87,191061,65579,65312,109057,76467,29793,95654,36233,11953,80259,396842,9025,352755,352755,140674,43655,58980,146340,111860,99668,41055,35066,50573,22633,12096,34.5,484523,80659,32519,1432,143745,1295
108788,82394,338700,401900,103,6.6,106437,92965,88985,31564,55520,375471,300627,29633,44733,40847,58942,54094,13249,31205,292624,354719,127164,7765,20.5,3.76,219055,56837,63531,124808,98276,29590,55605,18304,17760,70087,516456,8229,220044,220044,96378,56410,64735,117883,102594,94991,42506,35058,42076,17602,7604,32.3,527633,105927,43821,1463,52292,1764
174728,93171,252500,365307,187,8.5,73363,65322,86859,37720,71064,334328,278801,34257,20877,57159,70291,44310,7298,28120,365598,306492,86776,9302,13.5,2.75,177223,40957,51921,146720,120532,37636,64351,42434,45018,112074,573436,7892,168513,168513,65572,46111,41218,88762,85936,93361,48106,43119,86418,51796,20383,41.1,370893,300085,32203,5719,25601,1198
94563,178754,682300,313511,539,9.3,76554,70379,65941,39556,31999,284429,220734,37653,25505,44567,66600,110818,8682,28473,355672,397437,78075,9177,15.4,2.61,182732,72407,36819,92677,94248,30294,110932,76872,17812,75551,484142,7018,237850,237850,111436,41835,61774,135195,101737,95470,43066,38948,49995,29790,14835,35.7,288700,183081,155642,1245,71476,365
123416,80919,467200,393398,0,6.4,151143,81000,81568,21163,33403,368277,286473,39527,41902,55190,84477,62814,10953,27196,427382,277518,75830,5105,14.5,3.42,193378,63120,41557,121875,109389,38568,78309,32228,20162,69693,484662,6691,217536,217536,128494,52950,50512,99208,95005,96252,43132,41639,55520,27298,12610,37,426218,118664,30998,729,117600,656
148126,77667,630800,343080,500,6.1,103992,55190,88350,24371,50131,322034,256419,47226,18170,66421,83039,63392,7608,15734,438158,257499,58174,6872,8.6,3.2,194424,68304,26222,91287,100777,42990,138477,69753,26047,64812,472407,8564,248938,248938,149970,46464,54330,105313,91459,98129,54823,43268,61868,31924,13545,38.2,250646,206899,16620,2139,230320,1094
60072,122924,384100,376907,364,5.4,150443,54030,96626,19711,35847,356657,283525,46522,25718,85188,108971,64550,5343,11871,507327,237702,41058,3041,6.9,3.93,228912,58461,65700,108505,67814,20447,31452,10694,8240,61707,426412,4907,292026,292026,103807,61050,60241,110550,99503,92572,35483,27593,40607,16410,7047,30.6,636736,31779,29560,1287,17984,1135
108818,85994,318700,343929,229,7.9,50434,65191,81770,33839,85439,316673,264666,29045,22344,42902,57636,41156,9861,32200,272069,368546,105390,10864,19.6,3.82,236325,72556,55416,124144,100529,33856,50108,32356,27026,82001,564989,8787,186389,186389,80672,65967,71767,117043,95968,92515,40275,34870,42875,19096,8655,30.9,450959,184013,69164,1086,37971,1272
157879,69264,395100,358392,692,8.7,86019,55952,84503,36601,64239,327314,258703,50562,17520,62069,75031,49539,8555,27585,408864,324223,73680,7200,12.9,3.46,233033,64881,35347,121557,145289,47668,85883,42606,48780,84291,625777,14835,152432,152432,89810,58002,51957,113412,109702,103988,51779,39423,54774,28335,11607,35.2,312449,331094,37587,1595,73079,4347
98007,141013,481400,378356,1547,7,124257,66768,88984,33798,37923,351730,272516,52843,25921,76504,95689,63520,5188,17355,525012,277873,54681,7305,8.2,2.99,196934,63566,47620,106935,104797,35459,86734,40549,20132,73770,482467,7856,233754,233754,100446,46819,55057,115315,102312,95417,44256,38174,44724,27272,12153,35.2,339681,108877,153891,1680,92122,6118
89277,99564,368900,369746,50,6.7,107384,81669,84557,23403,47838,344851,269761,45971,28608,54614,75916,58392,10035,26496,401666,294507,76687,7630,13.9,3.79,214775,53881,62893,114164,86245,28576,37921,16767,16242,70550,468973,7749,246963,246963,103908,56179,55968,108467,94978,93362,38729,31522,46016,21727,8338,32.3,511063,49148,106774,1909,39665,4499
174045,102662,685800,344745,379,8.2,61881,64365,79132,37865,73089,316332,262938,34788,18227,50890,67223,49920,13318,32692,333082,340752,81997,7987,18.1,2.75,220862,85232,16365,66345,91274,46596,181876,115749,29158,55300,538442,10524,225164,225164,131011,54340,50674,100554,107032,119200,50433,43027,62661,32187,16807,38.9,140494,392949,11046,636,196721,2850
72847,112823,492000,413296,0,4.9,213916,50035,92105,15016,21781,392853,317890,43389,30855,97356,130894,68211,4549,7094,605649,199871,30064,3521,5.2,3.87,214676,63700,65373,107756,86090,28141,65970,20530,16529,59761,437475,7191,291365,291365,117503,52140,59894,127886,99088,94670,39308,31882,38803,20005,11251,32.1,488378,128358,11460,2218,93360,2154
109878,129620,570500,380589,54,5.5,83888,93095,84784,37142,60873,359782,306630,31649,21011,61304,77309,40593,7177,26399,356998,307866,98449,5759,12.1,2.94,193575,65774,34054,92616,111911,34155,100086,53926,26172,72461,495166,9779,209366,209366,118455,48587,53676,109239,96181,103048,44090,39478,53372,24547,11337,36.4,262376,216832,52406,1277,152852,4003
153924,111256,735900,370657,229,5.9,130492,69202,79100,23457,46496,348747,278573,43289,26546,65450,86615,56706,7660,25133,439207,269815,54666,4495,10.7,2.72,172743,54683,25111,78455,115162,41049,149881,84290,32701,68278,539687,9196,178217,178217,112137,41400,44072,100981,87936,108667,54949,49723,68664,37917,16663,41.8,156640,409462,9283,1021,127708,2282
147733,108998,708900,390554,351,4.4,168397,61390,95045,19860,28610,373302,300086,36906,35694,88903,125791,75892,3107,12226,523113,233743,42922,4837,5.9,2.8,189512,51490,21448,74032,113312,40635,137148,79572,46441,61194,593414,13986,132297,132297,76963,45328,52983,101466,88639,103395,48006,41463,65701,29017,14639,37.2,199327,448989,15828,2353,45094,3016
150300,88143,460100,359773,25602,4.2,152275,58943,82128,22547,28829,344722,270643,37110,36677,80877,118120,70337,6638,12404,521423,220205,47238,4531,5.8,3.11,202824,58865,34512,114463,133240,42895,94410,46403,53802,83094,589690,12571,149266,149266,73122,50741,49871,103500,91512,102263,52516,45525,60119,29283,15387,36.9,236000,410937,24646,8048,40862,2306
87331,113766,315800,376402,3992,6.2,121070,68879,88461,39666,34902,352978,274720,47533,29924,71692,90575,68759,9082,22521,474861,285122,58450,6846,8.9,3.55,212444,57307,72765,116472,105944,30586,46855,19441,34009,87963,471393,18855,256954,256954,112349,57554,65566,123318,90921,92774,37868,39578,47954,25029,12079,32.5,525778,97965,48245,1864,58861,3369
148297,133321,675500,337739,13984,11,61553,89902,71412,36993,40651,300511,232066,45612,22425,46639,59975,59919,11638,35892,325192,350863,81768,7073,17.8,2.58,195744,79964,11867,62037,96813,40357,174580,127336,51721,59800,561577,17285,171675,171675,99723,42850,58745,128381,107382,92880,47422,42045,61301,30897,15597,36.6,101718,443248,19851,1269,150693,1328
129635,138884,486300,391720,18956,4.8,216458,48949,74678,12345,20463,372893,294846,49173,28203,90854,118820,65473,3740,8268,595352,180588,30847,2806,5.1,2.81,209595,90302,31257,95034,130611,44305,129790,71013,60187,75554,567834,16805,182173,182173,99236,43260,63888,144116,107653,96220,43511,40988,55508,28744,13909,35.3,260027,304958,58375,1361,104431,3375
179655,159964,360000,416056,9078,6.6,171702,77382,86703,26471,26179,388437,292731,65588,29507,69314,90204,64867,5498,17436,529184,247472,50475,5263,6.7,2.35,183403,58331,36544,104775,98678,32333,169278,106339,37194,79702,691812,10962,110069,110069,42663,42144,49644,172633,123802,96527,45577,43682,58414,25627,12271,35,224689,470719,65911,3480,28293,410
210264,101112,396000,466596,422,4.2,214244,69450,95630,34571,33217,447112,371058,50452,25269,62718,92638,74226,7343,27734,539359,271142,67415,3605,9,2.51,214600,87504,12476,86491,100792,42060,172763,121892,47658,69080,733105,10695,59670,59670,26340,56205,75791,113052,102831,104482,57781,52380,72165,29301,11105,37.7,84608,664541,7073,2821,25174,909
191280,94216,226100,456410,411,4.7,214215,76165,84100,32102,28545,435127,337949,63276,33068,75659,100552,76581,5118,14781,623250,209046,46829,6525,3.9,2.53,168435,40217,33824,141168,116872,47906,96434,51741,53335,99448,685505,8447,44167,44167,14239,45919,51244,89119,88708,94198,52428,54185,78956,36171,12989,40.2,179514,522955,5917,10724,5737,738
209271,81008,309900,369347,344,6.3,112492,73872,81671,42034,36078,346147,263281,53386,28405,50817,67388,93936,7079,31974,433554,315454,70553,9977,10.4,2.68,209878,43736,27340,129506,117224,46619,119608,62945,48464,83750,723029,6325,66482,66482,23751,57046,48098,99687,107934,108235,53595,47366,65232,28952,11547,37.1,176988,576241,10444,2523,15774,418
190479,105220,246800,410475,580,4.5,156380,59444,87902,43212,44925,391863,311812,50449,28331,67878,91115,74558,5807,24093,570212,243392,50246,7195,6.6,2.56,203524,56112,20239,110609,125369,60586,117285,74460,96383,94848,711902,23784,51253,51253,26843,52529,62934,118336,96860,99815,55858,43319,65876,27465,10672,35.5,124676,563035,44247,2335,18520,2700
