180068,84331,141600,141601,141602,141603,141604,141605,141606,141607,141608,141609,141610,141611,141612,141613,141614,141615,141616,141617,141618,141619,141620,141621,141622,2.6,164401,34879,46984,158178,101686,45045,73720,42534,51066,105339,680541,4915,19001,19001,10369,46822,42524,90338,84166,92209,48797,47119,72162,35254,13583,39.6,21318,461122,191861,7255,9224,192
169304,90462,119900,310162,850,5.7,98572,48320,76117,31518,38068,292595,238083,38146,15991,47083,64134,100151,2940,36747,447407,263642,72566,5694,13.5,2.55,157639,36905,51561,148183,104317,35913,64329,36840,52790,121765,655315,8770,17536,17536,6621,45196,45361,93644,81824,91114,48075,39596,65346,33477,11134,38.2,23757,417538,218517,1923,7813,50
188290,82560,132600,304235,6321,6.1,91541,46395,69968,27017,50882,285803,221196,49474,14715,42035,59826,93631,3458,44426,429831,259552,67115,4913,15.2,2.54,183593,58487,54322,144060,107250,36027,64031,43454,48831,117076,683748,6034,19700,19700,6841,48807,57540,89632,86387,94189,47693,44444,66045,32196,11491,38.3,21499,480942,184147,1340,13375,23
190857,65179,113500,322974,3175,6.6,100852,50164,67809,28341,54461,301627,233930,50508,16405,46544,61141,97270,3568,37292,484991,252022,57818,1800,11,2.64,151443,29568,55452,157757,102502,39050,51327,29094,42977,122661,655816,4100,23357,23357,6998,46645,38598,81750,82566,94337,49034,42699,74007,36729,11218,40.7,45555,569265,47275,5341,6139,87
196531,81798,155100,294561,419,6.1,77324,47010,60843,33121,58297,276595,218617,39161,17876,41110,56310,105582,4391,38405,442772,271801,64222,3156,13.5,2.5,175896,51121,40250,137219,100994,37053,90532,57866,56322,104044,670884,10677,30968,30968,11720,49414,45689,90941,90774,100717,52732,42646,65892,32988,13539,40.1,36075,517608,126643,3999,10775,440
199853,67270,174600,343106,1688,5.2,127237,53600,71989,26065,46397,325288,250332,57954,16173,51690,73239,87111,5812,30710,520213,228650,57671,3942,11.6,2.6,176435,39989,32533,119956,98191,39884,109930,67759,40704,91505,666067,6635,33606,33606,11872,45719,39020,93505,94747,94293,48043,44016,63703,32272,13096,39,34100,537875,104868,951,11142,276
143235,112780,97000,346899,324,4.4,141316,44806,84480,28895,32034,331531,273438,42854,14552,61413,85670,87816,3098,21471,540032,200052,46505,5125,6.8,2.49,176669,58808,52795,145883,96291,38058,52811,31295,38386,124742,642235,3934,19461,19461,5190,53084,56990,89755,77805,78764,46519,41891,58514,28978,12328,36.5,17382,212797,421261,416,6632,273
160215,88253,267800,297351,598,10.9,74641,56179,65270,20114,48682,264886,211356,41466,11859,34664,50729,90712,7272,61358,383991,286688,69076,2102,18.5,2.87,187359,43391,22585,133928,129650,40819,90861,50716,65814,87152,664942,19588,57364,57364,32772,48829,56890,121629,92373,93124,54081,41912,52097,16963,6772,33.5,51304,452757,21768,104362,44235,9766
174307,75051,168400,388062,15716,8,132669,62844,79782,41332,40471,357098,240948,91520,23728,76440,93312,55755,14751,26039,483397,211252,100628,18594,6.7,2.94,209497,54982,44111,129997,132934,42398,71911,50436,56941,117719,716307,7290,43327,43327,19877,60494,53154,92339,90333,82392,48337,49353,85750,38300,12052,37.5,167329,379131,16016,170646,11304,1495
185662,115635,172700,306353,466,9,94057,66599,60976,27593,29665,278890,193544,67744,16981,50537,64623,98998,6153,36269,424548,339222,80573,16392,14.8,2.33,170792,54365,31588,107850,130945,46329,97801,74393,73222,110935,620531,17417,84822,84822,42364,41315,52130,95560,78519,84666,45813,51228,85310,47960,18049,40.8,203864,442307,26629,7368,21599,944
152962,89659,142700,330451,6966,6.6,121822,65304,76682,21260,23430,308498,233825,53089,21064,49072,66748,116876,5656,39608,447529,312850,53198,7492,12.7,2.99,223542,65634,52425,125460,113918,32865,50853,23201,37920,93523,580416,8662,163206,163206,73854,63657,74160,97683,97076,89804,36599,39797,54163,27186,7496,32.7,470070,204310,32089,24471,11062,676
219077,77575,175700,349141,2327,9.5,79798,70076,82158,44827,39028,315887,246824,48732,19527,44224,56712,69482,4874,49518,391876,313617,91318,18819,16.4,2.44,151481,36560,47005,164128,165691,52489,66553,39873,84016,129907,694014,6681,53112,53112,24950,42622,38570,76237,77851,84731,51237,57507,121571,65950,20069,47.9,145119,556857,11895,13371,10930,1066
195486,78558,261800,291128,2701,7.1,80493,66351,70128,25175,28276,270423,209127,40350,20757,49466,65380,152123,3551,33516,452900,365433,58617,10302,9.2,2.85,212718,47710,22337,108817,140820,48889,117145,71314,52313,79549,692958,11974,80178,80178,41401,50766,38921,102752,105174,105763,43592,39743,71128,40652,14415,37.5,142569,554476,26059,5407,34509,2478
203693,110103,328000,381454,386,5,162554,54491,93929,24404,26882,362260,298611,40720,22563,71693,91529,82951,3076,17758,605098,223345,50546,9597,6.7,2.42,165696,41815,22162,98763,120481,43466,158682,92022,46177,86109,645806,8584,110386,110386,49925,41244,41358,99322,94910,111711,56165,51006,83534,39214,16387,42.3,128302,553838,15793,11073,36473,603
109430,136141,154300,400267,135,5,173976,58981,98752,21634,26794,380137,317504,33261,28314,67830,101677,94791,3958,24487,525294,254014,65533,9940,8.3,3.29,231564,44628,71063,131581,94838,29588,43889,22732,25910,91418,596870,12026,209491,209491,58976,70185,65453,133814,108695,98198,38277,34236,40122,16168,5540,29.7,524111,162635,77599,14780,20958,1687
208198,78313,229300,382247,1057,6.4,77385,92134,83119,45407,59730,357775,292819,34811,29852,40991,52506,50269,6658,62644,330837,373454,147877,25865,24.8,2.69,189776,45616,28496,132930,153781,54389,107049,53361,70037,106608,695362,11750,75399,75399,44132,51895,39673,86319,92045,97620,51392,49238,91704,55611,22532,42.6,149949,546975,29573,3776,29774,1285
144199,165003,251300,353857,1987,5.4,133828,54790,90899,25769,29619,334905,272118,43402,19082,61754,80000,115020,4797,18407,540216,290533,50451,9525,5.3,2.49,206468,80188,30037,105971,126328,40430,121896,72783,38558,81151,657981,11559,114962,114962,43557,52835,74465,145461,104712,91628,43285,44463,51094,26287,11582,33.5,213462,434195,48825,23580,37523,2600
179300,94259,98000,447734,768,5.5,171990,77264,108636,30987,34129,423006,350742,47227,24864,55349,78781,70746,3901,30432,527275,238560,83125,11514,12,2.55,166837,30846,55404,188548,108332,33311,53291,28078,48509,141584,710836,2268,12629,12629,4403,50266,42159,88901,87474,93555,50171,45229,73659,40801,14556,39.9,23240,551229,128550,1881,4218,270
182548,110783,148600,311166,1229,7.2,83704,50660,65211,35649,53671,288895,218676,48674,20966,40492,54876,108126,5047,43849,395410,343653,55868,7017,14,2.53,195735,52750,33278,153864,117815,34814,92424,58772,50094,113143,722133,6276,30520,30520,10447,52462,52970,105146,93393,97367,47640,47070,68058,33772,11983,36.9,39283,516534,168792,2030,11529,772
184819,118308,149500,360210,2759,4.7,134988,54193,88736,27114,38227,343258,274121,54640,14185,49498,68954,99115,4699,30023,502994,297918,49839,6254,11.2,2.56,209119,56192,37799,156727,114917,31043,86672,50533,52765,103001,712789,7713,73735,73735,23152,59580,58182,110405,102779,95500,46742,42622,67260,31156,14045,35.3,112548,599145,23890,6520,22456,7265
190965,81736,98400,375631,138,3.3,127879,62012,85788,33864,53861,363404,300985,42513,19725,47903,66941,95741,3653,30882,516181,293236,71451,8656,10.2,2.52,167799,37795,52984,182830,108645,34147,50221,25842,46413,140535,685078,2563,21708,21708,6282,52743,42098,78126,81320,92613,50560,48205,75311,39711,15318,40.8,39473,508318,141000,5665,3184,501
176997,96672,264000,304699,153,5.8,83247,50942,67361,32044,53525,287119,223137,48666,14650,39586,52684,112057,6706,38205,405482,333802,54617,3616,14.4,2.48,169406,56143,32374,123490,154314,49288,74088,42856,53768,122202,651860,7266,44036,44036,22310,42500,51269,80664,75275,83667,51824,53294,88850,42557,18107,43,94459,541324,9061,8597,20750,1073
176578,107326,605500,298622,315,7.4,95752,57538,61824,32074,29353,276541,195547,49926,30177,47488,66663,113884,11653,29014,425759,343895,36698,3483,10.5,2.45,170125,52410,26144,95315,119515,39143,128218,81794,42216,90627,608532,9620,98050,98050,40694,42429,39661,76574,88847,99068,53694,54202,89482,36169,17182,44.1,127270,505512,9185,13285,25220,881
140322,110868,335100,361084,1325,5.9,148206,70416,69051,27395,24584,339652,238708,49652,49910,66604,110285,100468,7342,21688,475498,291250,40258,4153,7.5,2.86,216913,77510,39702,107743,125903,44093,75409,44218,51535,95600,584685,12477,143091,143091,68326,54018,63929,106344,85926,92623,46894,42682,61137,27098,14238,35,219817,355337,44668,4529,77221,3645
199793,74593,394700,340397,6358,6.3,106173,63981,70270,41847,36567,318838,230578,63312,24379,61508,84404,76433,7605,28620,465670,304419,44400,4165,9.6,2.64,172511,41442,25017,109052,146670,58114,113568,61180,54722,99857,660379,9133,67657,67657,42790,46793,35582,76671,86372,100710,59268,54139,88514,40626,18839,44.2,101290,555327,9298,5192,38035,1101
157620,104682,473100,337515,1428,5.4,135992,58111,76317,26083,22773,319276,232907,53395,31864,74074,100417,104842,7338,17165,550632,271732,28557,5204,6.2,2.76,178403,61227,32043,103142,136580,51461,106891,55121,39696,97151,567684,12426,155858,155858,82770,43123,49132,97022,94568,98709,50379,55486,72734,33678,16521,40.4,204489,362977,43422,3339,83095,4315
125263,146714,289700,394127,698,6.2,127336,83844,88355,35273,34801,369609,284776,50683,33338,73006,94695,87940,7350,19880,509800,279339,38838,3185,6.8,2.77,200740,58074,40767,124467,115488,42300,91108,48115,33058,91955,579393,10339,174255,174255,94711,47109,55556,137641,99744,87748,43938,43706,56902,23237,12895,33.9,212648,282778,95433,3800,116079,8638
